,sentence,Word,NER
785,43,my,O
786,43,life,O
787,43,.,O
789,44,i,O
790,44,want,O
791,44,a,O
792,44,bath,O
793,44,but,O
794,44,do,O
795,44,n't,O
796,44,have,O
797,44,a,O
798,44,bath,O
799,44,",",O
800,44,shut,O
801,44,up,O
802,44,",",O
803,44,sam,B-person
804,44,'s,O
805,44,coming,O
806,44,tomorrow,O
807,44,and,O
808,44,steve,B-person
809,44,and,O
810,44,tanya,B-person
811,44,will,O
812,44,be,O
813,44,round,O
814,44,at,O
815,44,10am,O
816,44,so,O
817,44,go,O
818,44,away,O
819,44,you,O
820,44,mean,O
821,44,people,O
823,45,What,O
824,45,Do,O
825,45,S.F.,B-location
826,45,Rabbis,O
827,45,Eat,O
828,45,Before,O
829,45,and,O
830,45,After,O
831,45,Yom,O
832,45,Kippur,O
833,45,?,O
834,45,We,O
835,45,Asked,O
836,45,Five,O
837,45,to,O
838,45,Enlighten,O
839,45,Us,O
840,45,!,O
841,45,via,O
842,45,@SFoodie,O
843,45,http://bit.ly/aQrFUz,O
845,46,Not,O
846,46,only,O
847,46,is,O
848,46,it,O
849,46,#BattlestarGalactica,B-creative-work
850,46,'s,O
851,46,32nd,O
852,46,Anniversary,O
853,46,",",O
854,46,tonite,O
855,46,is,O
856,46,the,O
857,46,3rd,O
858,46,season,O
859,46,premiere,O
860,46,of,O
861,46,#StarWars,B-creative-work
862,46,#TheCloneWars,I-creative-work
863,46,!!,O
865,47,just,O
866,47,about,O
867,47,off,O
868,47,work,O
869,47,!,O
870,47,going,O
871,47,to,O
872,47,alderwood,B-location
873,47,again,O
874,47,:),O
875,47,yay,O
876,47,.,O
877,47,hopefully,O
878,47,we,O
879,47,got,O
880,47,cody,O
881,47,'s,O
882,47,ipod,B-product
883,47,in,O
884,47,the,O
885,47,mail,O
886,47,today,O
887,47,.,O
889,48,RT,O
890,48,@Slijterijmeisje,O
891,48,:,O
892,48,Kreeg,O
893,48,net,O
894,48,een,O
895,48,bruikbare,O
896,48,tip,O
897,48,van,O
898,48,iemand,O
899,48,die,O
900,48,vorige,O
901,48,week,O
902,48,was,O
903,48,begonnen,O
904,48,met,O
905,48,een,O
906,48,whiskydieet,O
907,48,",",O
908,48,hij,O
909,48,was,O
910,48,nu,O
911,48,al,O
912,48,3,O
913,48,dagen,O
914,48,kwijt,O
916,49,Its,O
917,49,stupid,O
918,49,I,O
919,49,hate,O
920,49,getn,O
921,49,a,O
922,49,attitude,O
923,49,from,O
924,49,ppl,O
925,49,when,O
926,49,I,O
927,49,'m,O
928,49,jus,O
929,49,tryna,O
930,49,be,O
931,49,nice,O
932,49,n,O
933,49,shit,O
934,49,.,O
935,49,WTF,O
936,49,now,O
937,49,I,O
938,49,'m,O
939,49,mad,O
940,49,so,O
941,49,dnt,O
942,49,talk,O
943,49,to,O
944,49,me,O
945,49,right,O
946,49,now,O
948,50,RT,O
949,50,@DamnTeenQuotes,O
950,50,:,O
951,50,I,O
952,50,remember,O
953,50,when,O
954,50,i,O
955,50,was,O
956,50,your,O
957,50,age,O
958,50,",",O
959,50,spencer,B-person
960,50,from,O
961,50,iCarly,B-creative-work
962,50,was,O
963,50,Crazy,B-person
964,50,Steve,I-person
965,50,",",O
966,50,Carly,B-person
967,50,was,O
968,50,Megan,B-person
969,50,and,O
970,50,Josh,B-person
971,50,was,O
972,50,fat,O
973,50,.,O
974,50,#damnteenquotes,O
976,51,Last,O
977,51,stop,O
978,51,of,O
979,51,the,O
980,51,day,O
981,51,thank,O
982,51,goddddd,O
983,51,(@,O
984,51,H-E-B,O
985,51,Plus,O
986,51,),O
987,51,http://4sq.com/7RDhgd,O
989,52,@itzkeving,O
990,52,im,O
991,52,getting,O
992,52,mine,O
993,52,off,O
994,52,this,O
995,52,monday,O
996,52,:',O
997,52,),O
999,53,#Fancyflow,O
1000,53,..,O
1001,53,im,O
1002,53,in,O
1003,53,the,O
1004,53,hair,O
1005,53,salon,O
1006,53,right,O
1007,53,now,O
1008,53,..,O
1009,53,smh,O
1010,53,..,O
1011,53,Friday,O
1012,53,",",O
1013,53,its,O
1014,53,packed,O
1015,53,in,O
1016,53,here,O
1017,53,RT,O
1018,53,@neimanMarcus203,O
1019,53,:,O
1020,53,Where,O
1021,53,is,O
1022,53,@ihavesuperpower,O
1023,53,???,O
1025,54,@vogueglamGIRL,O
1026,54,Ah,O
1027,54,I,O
1028,54,know,O
1029,54,!,O
1030,54,She,O
1031,54,is,O
1032,54,simply,O
1033,54,the,O
1034,54,best,O
1035,54,in,O
1036,54,The,O
1037,54,Sept,O
1038,54,Issue,O
1039,54,.,O
1040,54,My,O
1041,54,boyfriend,O
1042,54,'s,O
1043,54,aunt,O
1044,54,worked,O
1045,54,for,O
1046,54,Anna,B-person
1047,54,Wintor,I-person
1048,54,in,O
1049,54,NY,O
1050,54,.,O
1052,55,You,O
1053,55,gotta,O
1054,55,let,O
1055,55,em,O
1056,55,lick,O
1057,55,it,O
1058,55,before,O
1059,55,they,O
1060,55,stick,O
1061,55,it,O
1063,56,There,O
1064,56,'s,O
1065,56,a,O
1066,56,lot,O
1067,56,of,O
1068,56,people,O
1069,56,showing,O
1070,56,off,O
1071,56,their,O
1072,56,iPhones,B-product
1073,56,on,O
1074,56,facebook,B-corporation
1075,56,today,O
1076,56,",",O
1077,56,so,O
1078,56,&lt;,O
1079,56,so,O
1080,56,is,O
1081,56,at,O
1082,56,such,O
1083,56,a,O
1084,56,place,O
1085,56,",",O
1086,56,it,O
1087,56,'s,O
1088,56,really,O
1089,56,not,O
1090,56,that,O
1091,56,interesting,O
1092,56,;o,O
1093,56,),O
1095,57,@Infamous__Kid,O
1096,57,lol,O
1097,57,you,O
1098,57,always,O
1099,57,got,O
1100,57,problems,O
1101,57,with,O
1102,57,ur,O
1103,57,hair,O
1104,57,you,O
1105,57,said,O
1106,57,somethin,O
1107,57,last,O
1108,57,time,O
1109,57,like,O
1110,57,they,O
1111,57,didnt,O
1112,57,cut,O
1113,57,it,O
1114,57,right,O
1115,57,ha,O
1117,58,For,O
1118,58,code,O
1119,58,I,O
1120,58,'ve,O
1121,58,written,O
1122,58,since,O
1123,58,Sept,O
1124,58,',O
1125,58,09,O
1126,58,",",O
1127,58,the,O
1128,58,delay,O
1129,58,between,O
1130,58,commit,O
1131,58,to,O
1132,58,SCM,O
1133,58,and,O
1134,58,running,O
1135,58,on,O
1136,58,customer,O
1137,58,hardware,O
1138,58,has,O
1139,58,been,O
1140,58,about,O
1141,58,10,O
1142,58,days,O
1143,58,.,O
1145,59,AND,O
1146,59,EVERYTHING,O
1147,59,YOU,O
1148,59,STAND,O
1149,59,FOR,O
1150,59,",",O
1151,59,TURNS,O
1152,59,ON,O
1153,59,YOU,O
1154,59,TO,O
1155,59,SPITE,O
1156,59,YOU,O
1157,59,?,O
1158,59,WHAT,O
1159,59,HAPPENS,O
1160,59,WHEN,O
1161,59,YOU,O
1162,59,BECOME,O
1163,59,THE,O
1164,59,MAIN,O
1165,59,SOURCE,O
1166,59,OF,O
1167,59,HER,O
1168,59,PAIN,O
1169,59,?,O
1171,60,Yo,O
1172,60,kids,O
1173,60,!,O
1174,60,Today,O
1175,60,'s,O
1176,60,ACF,O
1177,60,Friday,O
1178,60,Large,O
1179,60,Group,O
1180,60,is,O
1181,60,at,O
1182,60,PITT,B-location
1183,60,University,I-location
1184,60,!,O
1185,60,It,O
1186,60,'s,O
1187,60,at,O
1188,60,Cathedral,B-location
1189,60,of,I-location
1190,60,Learning,I-location
1191,60,G24,I-location
1192,60,at,O
1193,60,7pm,O
1194,60,!,O
1195,60,Be,O
1196,60,sure,O
1197,60,to,O
1198,60,check,O
1199,60,it,O
1200,60,out,O
1201,60,!,O
1203,61,RT,O
1204,61,@WALuvsKatStacks,O
1205,61,:,O
1206,61,Ah,O
1207,61,",",O
1208,61,i,O
1209,61,asked,O
1210,61,for,O
1211,61,a,O
1212,61,follow,O
1213,61,back,O
1214,61,-,O
1215,61,when,O
1216,61,i,O
1217,61,already,O
1218,61,hadd,O
1219,61,one,O
1220,61,so,O
1221,61,they,O
1222,61,call,O
1223,61,me,O
1224,61,thirsty,O
1225,61,lmao,O
1226,61,?,O
1227,61,Fck,O
1228,61,you,O
1229,61,#teamkatstacksbitch,O
1230,61,...,O
1232,62,:(,O
1233,62,RT,O
1234,62,@themaine,O
1235,62,Who,O
1236,62,is,O
1237,62,coming,O
1238,62,to,O
1239,62,the,O
1240,62,show,O
1241,62,tomorrow,O
1242,62,in,O
1243,62,Hawaii,B-location
1244,62,?,O
1246,63,chinese,O
1247,63,food,O
1248,63,..,O
1249,63,stayin,O
1250,63,in,O
1251,63,for,O
1252,63,tonight,O
1253,63,but,O
1254,63,goin,O
1255,63,to,O
1256,63,the,O
1257,63,archery,O
1258,63,range,O
1259,63,either,O
1260,63,tomorrow,O
1261,63,or,O
1262,63,sunday,O
1264,64,@Strigy,O
1265,64,got,O
1266,64,mine,O
1267,64,in,O
1268,64,bbt,O
1269,64,aintree,B-location
1270,64,today,O
1271,64,.,O
1272,64,Played,O
1273,64,table,O
1274,64,tennis,O
1275,64,on,O
1276,64,it,O
1277,64,in,O
1278,64,store,O
1279,64,!,O
1280,64,V,O
1281,64,impressed,O
1282,64,.,O
1283,64,Did,O
1284,64,you,O
1285,64,get,O
1286,64,analogue,O
1287,64,controller,O
1288,64,2,O
1289,64,?,O
1291,65,RT,O
1292,65,@Luq_Combs,O
1293,65,:,O
1294,65,Funniest,O
1295,65,thing,O
1296,65,I,O
1297,65,heard,O
1298,65,this,O
1299,65,week,O
1300,65,.,O
1301,65,Wingo,B-person
1302,65,tellin,O
1303,65,me,O
1304,65,and,O
1305,65,wood,O
1306,65,.,O
1307,65,"""",O
1308,65,I,O
1309,65,'m,O
1310,65,scared,O
1311,65,"""",O
1312,65,#pow#pow#pow@Cowboy_Wingo,O
1314,66,Today,O
1315,66,'s,O
1316,66,cheer,O
1317,66,went,O
1318,66,from,O
1319,66,awful,O
1320,66,to,O
1321,66,awesome,O
1322,66,from,O
1323,66,the,O
1324,66,moment,O
1325,66,I,O
1326,66,realized,O
1327,66,I,O
1328,66,did,O
1329,66,not,O
1330,66,have,O
1331,66,class,O
1332,66,today,O
1333,66,.,O
1335,67,Time,B-corporation
1336,67,Warner,I-corporation
1337,67,Cable,I-corporation
1338,67,Boycotting,O
1339,67,Epix,O
1340,67,Movie,O
1341,67,Channel,O
1342,67,Because,O
1343,67,It,O
1344,67,Did,O
1345,67,A,O
1346,67,Deal,O
1347,67,With,O
1348,67,Netflix,B-corporation
1349,67,http://dlvr.it/5RgcL,O
1351,68,Fresh,O
1352,68,out,O
1353,68,the,O
1354,68,psych,O
1355,68,ward,O
1356,68,today,O
1358,69,Today,O
1359,69,was,O
1360,69,awesome,O
1361,69,",",O
1362,69,I,O
1363,69,finally,O
1364,69,get,O
1365,69,to,O
1366,69,relax,O
1367,69,:),O
1369,70,My,O
1370,70,#twitter,O
1371,70,age,O
1372,70,is,O
1373,70,458,O
1374,70,days,O
1375,70,0,O
1376,70,hours,O
1377,70,3,O
1378,70,minutes,O
1379,70,49,O
1380,70,seconds,O
1381,70,.,O
1382,70,Find,O
1383,70,out,O
1384,70,yours,O
1385,70,at,O
1386,70,http://twitter.seocoder.org/,O
1387,70,#twittertime,O
1389,71,What,O
1390,71,is,O
1391,71,it,O
1392,71,with,O
1393,71,people,O
1394,71,and,O
1395,71,punctuality,O
1396,71,?,O
1397,71,I,O
1398,71,used,O
1399,71,to,O
1400,71,be,O
1401,71,that,O
1402,71,guy,O
1403,71,and,O
1404,71,honestly,O
1405,71,",",O
1406,71,it,O
1407,71,'s,O
1408,71,a,O
1409,71,haze,O
1410,71,now,O
1411,71,.,O
1412,71,Just,O
1413,71,be,O
1414,71,on,O
1415,71,time,O
1416,71,.,O
1417,71,It,O
1418,71,'s,O
1419,71,not,O
1420,71,like,O
1421,71,its,O
1422,71,a,O
1423,71,surprise,O
1424,71,.,O
1426,72,After,O
1427,72,I,O
1428,72,pet,O
1429,72,a,O
1430,72,kitten,O
1431,72,on,O
1432,72,JFK,B-person
1433,72,",",O
1434,72,the,O
1435,72,owners,O
1436,72,informed,O
1437,72,me,O
1438,72,it,O
1439,72,'s,O
1440,72,',O
1441,72,double-pawed,O
1442,72,',O
1443,72,(,O
1444,72,polydactyl),O
1445,72,",",O
1446,72,which,O
1447,72,is,O
1448,72,"""",O
1449,72,a,O
1450,72,form,O
1451,72,of,O
1452,72,retardation,O
1453,72,in,O
1454,72,the,O
1455,72,animal,O
1456,72,kingdom,O
1457,72,"""",O
1459,73,Soulja,B-person
1460,73,Boy,I-person
1461,73,|,O
1462,73,TheDeAndreWay,O
1463,73,.,O
1464,73,com,O
1465,73,-,O
1466,73,The,O
1467,73,DeAndre,O
1468,73,Way,O
1469,73,in,O
1470,73,stores,O
1471,73,Nov,O
1472,73,.,O
1473,73,2,O
1474,73,",",O
1475,73,2010,O
1476,73,http://t.co/woAiLlZ,O
1477,73,via,O
1478,73,@SouljaBoy,O
1480,74,About,O
1481,74,online,O
1482,74,dietician,O
1483,74,:,O
1484,74,A,O
1485,74,thinner,O
1486,74,stool,O
1487,74,than,O
1488,74,usual,O
1489,74,can,O
1490,74,be,O
1491,74,identified,O
1492,74,and,O
1493,74,removed,O
1494,74,before,O
1495,74,they,O
1496,74,get,O
1497,74,are,O
1498,74,2,O
1499,74,weeks,O
1500,74,ago,O
1501,74,J,O
1502,74,...,O
1503,74,http://bit.ly/cYGBdz,O
1505,75,RT,O
1506,75,@RMBWilliams,O
1507,75,:,O
1508,75,Here,O
1509,75,in,O
1510,75,DC,B-location
1511,75,!,O
1512,75,About,O
1513,75,to,O
1514,75,get,O
1515,75,some,O
1516,75,rest,O
1517,75,!,O
1518,75,Looking,O
1519,75,forward,O
1520,75,to,O
1521,75,tonight,O
1522,75,!,O
1523,75,Yes-sir,O
1524,75,!,O
1526,76,RT,O
1527,76,@twitter,O
1528,76,:,O
1529,76,#AskEv,O
1530,76,your,O
1531,76,big,O
1532,76,questions,O
1533,76,about,O
1534,76,the,O
1535,76,new,O
1536,76,Twitter,B-corporation
1537,76,.,O
1538,76,com,O
1539,76,today,O
1540,76,at,O
1541,76,1pm,O
1542,76,PST,O
1543,76,.,O
1544,76,'ll,O
1545,76,be,O
1546,76,responding,O
1547,76,from,O
1548,76,his,O
1549,76,own,O
1550,76,account,O
